2023-04-24 13:27:42,777 INFO    StreamThr :591473 [internal.py:wandb_internal():86] W&B internal server running at pid: 591473, started at: 2023-04-24 13:27:42.774838
2023-04-24 13:27:42,781 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: status
2023-04-24 13:27:42,788 INFO    WriterThread:591473 [datastore.py:open_for_write():85] open: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/run-50hp802d.wandb
2023-04-24 13:27:42,792 DEBUG   SenderThread:591473 [sender.py:send():375] send: header
2023-04-24 13:27:42,799 DEBUG   SenderThread:591473 [sender.py:send():375] send: run
2023-04-24 13:27:43,108 INFO    SenderThread:591473 [dir_watcher.py:__init__():219] watching files in: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files
2023-04-24 13:27:43,109 INFO    SenderThread:591473 [sender.py:_start_run_threads():1124] run started: 50hp802d with start time 1682357262.773112
2023-04-24 13:27:43,109 DEBUG   SenderThread:591473 [sender.py:send_request():402] send_request: summary_record
2023-04-24 13:27:43,109 INFO    SenderThread:591473 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-24 13:27:43,110 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: check_version
2023-04-24 13:27:43,111 DEBUG   SenderThread:591473 [sender.py:send_request():402] send_request: check_version
2023-04-24 13:27:43,219 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: run_start
2023-04-24 13:27:43,224 DEBUG   HandlerThread:591473 [system_info.py:__init__():31] System info init
2023-04-24 13:27:43,224 DEBUG   HandlerThread:591473 [system_info.py:__init__():46] System info init done
2023-04-24 13:27:43,225 INFO    HandlerThread:591473 [system_monitor.py:start():181] Starting system monitor
2023-04-24 13:27:43,225 INFO    SystemMonitor:591473 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-24 13:27:43,225 INFO    HandlerThread:591473 [system_monitor.py:probe():201] Collecting system info
2023-04-24 13:27:43,226 INFO    SystemMonitor:591473 [interfaces.py:start():190] Started cpu monitoring
2023-04-24 13:27:43,227 INFO    SystemMonitor:591473 [interfaces.py:start():190] Started disk monitoring
2023-04-24 13:27:43,228 INFO    SystemMonitor:591473 [interfaces.py:start():190] Started gpu monitoring
2023-04-24 13:27:43,228 INFO    SystemMonitor:591473 [interfaces.py:start():190] Started memory monitoring
2023-04-24 13:27:43,229 INFO    SystemMonitor:591473 [interfaces.py:start():190] Started network monitoring
2023-04-24 13:27:43,285 DEBUG   HandlerThread:591473 [system_info.py:probe():195] Probing system
2023-04-24 13:27:43,288 DEBUG   HandlerThread:591473 [system_info.py:_probe_git():180] Probing git
2023-04-24 13:27:43,307 DEBUG   HandlerThread:591473 [system_info.py:_probe_git():188] Probing git done
2023-04-24 13:27:43,307 DEBUG   HandlerThread:591473 [system_info.py:probe():240] Probing system done
2023-04-24 13:27:43,307 DEBUG   HandlerThread:591473 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-60-generic-x86_64-with-glibc2.35', 'python': '3.9.13', 'heartbeatAt': '2023-04-24T17:27:43.285995', 'startedAt': '2023-04-24T17:27:42.763430', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/main_run.py', 'codePath': 'main_run.py', 'git': {'remote': 'https://github.com/nahad3/-active_learning_4_ts_instances-.git', 'commit': 'fcd1c6f4181af57d0f009892e30cbec9a5326bde'}, 'email': 'nnadagouda3@github.gatech.edu', 'root': '/home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-', 'host': 'namrata-Precision-3660', 'username': 'namrata', 'executable': '/home/namrata/anaconda3/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2.0921000000000007, 'min': 800.0, 'max': 4580.0}, 'cpu_freq_per_core': [{'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 0.881, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}], 'disk': {'total': 937.3305015563965, 'used': 114.14041519165039}, 'gpu': 'NVIDIA RTX A4500', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A4500', 'memory_total': 21464350720}], 'memory': {'total': 31.047481536865234}}
2023-04-24 13:27:43,307 INFO    HandlerThread:591473 [system_monitor.py:probe():211] Finished collecting system info
2023-04-24 13:27:43,307 INFO    HandlerThread:591473 [system_monitor.py:probe():214] Publishing system info
2023-04-24 13:27:43,307 DEBUG   HandlerThread:591473 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-24 13:27:43,310 DEBUG   HandlerThread:591473 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-24 13:27:43,310 DEBUG   HandlerThread:591473 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-24 13:27:44,112 INFO    Thread-16 :591473 [dir_watcher.py:_on_file_created():278] file/dir created: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files/wandb-summary.json
2023-04-24 13:27:44,112 INFO    Thread-16 :591473 [dir_watcher.py:_on_file_created():278] file/dir created: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files/conda-environment.yaml
2023-04-24 13:27:44,112 INFO    Thread-16 :591473 [dir_watcher.py:_on_file_created():278] file/dir created: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files/requirements.txt
2023-04-24 13:27:46,023 DEBUG   HandlerThread:591473 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-24 13:27:46,029 INFO    HandlerThread:591473 [system_monitor.py:probe():216] Finished publishing system info
2023-04-24 13:27:46,032 DEBUG   SenderThread:591473 [sender.py:send():375] send: files
2023-04-24 13:27:46,032 INFO    SenderThread:591473 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-04-24 13:27:46,038 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: stop_status
2023-04-24 13:27:46,039 DEBUG   SenderThread:591473 [sender.py:send_request():402] send_request: stop_status
2023-04-24 13:27:46,109 INFO    Thread-16 :591473 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files/conda-environment.yaml
2023-04-24 13:27:46,110 INFO    Thread-16 :591473 [dir_watcher.py:_on_file_created():278] file/dir created: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files/wandb-metadata.json
2023-04-24 13:27:46,127 DEBUG   SenderThread:591473 [sender.py:send():375] send: telemetry
2023-04-24 13:27:46,127 DEBUG   SenderThread:591473 [sender.py:send():375] send: telemetry
2023-04-24 13:27:46,407 INFO    wandb-upload_0:591473 [upload_job.py:push():137] Uploaded file /tmp/tmpvsu34gkrwandb/xxhnplwy-wandb-metadata.json
2023-04-24 13:27:47,111 INFO    Thread-16 :591473 [dir_watcher.py:_on_file_created():278] file/dir created: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files/output.log
2023-04-24 13:27:48,133 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: status_report
2023-04-24 13:27:49,112 INFO    Thread-16 :591473 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132742-50hp802d/files/output.log
2023-04-24 13:27:53,131 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: status_report
2023-04-24 13:27:56,430 DEBUG   SenderThread:591473 [sender.py:send():375] send: metric
2023-04-24 13:27:56,473 DEBUG   SenderThread:591473 [sender.py:send():375] send: telemetry
2023-04-24 13:27:56,473 DEBUG   SenderThread:591473 [sender.py:send():375] send: metric
2023-04-24 13:27:56,473 WARNING SenderThread:591473 [sender.py:send_metric():1329] Seen metric with glob (shouldn't happen)
2023-04-24 13:27:57,732 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: partial_history
2023-04-24 13:27:57,733 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: partial_history
2023-04-24 13:27:57,734 DEBUG   SenderThread:591473 [sender.py:send():375] send: history
2023-04-24 13:27:57,734 DEBUG   SenderThread:591473 [sender.py:send_request():402] send_request: summary_record
2023-04-24 13:27:57,737 INFO    SenderThread:591473 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-24 13:27:57,737 DEBUG   SenderThread:591473 [sender.py:send():375] send: history
2023-04-24 13:27:57,737 DEBUG   SenderThread:591473 [sender.py:send_request():402] send_request: summary_record
2023-04-24 13:27:57,737 INFO    SenderThread:591473 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-24 13:27:57,747 DEBUG   SenderThread:591473 [sender.py:send():375] send: config
2023-04-24 13:27:57,831 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: log_artifact
2023-04-24 13:27:57,832 DEBUG   SenderThread:591473 [sender.py:send_request():402] send_request: log_artifact
2023-04-24 13:27:58,014 DEBUG   HandlerThread:591473 [handler.py:handle_request():144] handle_request: partial_history
