2023-04-24 13:27:17,374 INFO    StreamThr :591393 [internal.py:wandb_internal():86] W&B internal server running at pid: 591393, started at: 2023-04-24 13:27:17.372843
2023-04-24 13:27:17,380 DEBUG   HandlerThread:591393 [handler.py:handle_request():144] handle_request: status
2023-04-24 13:27:17,388 INFO    WriterThread:591393 [datastore.py:open_for_write():85] open: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132717-ipvgnive/run-ipvgnive.wandb
2023-04-24 13:27:17,397 DEBUG   SenderThread:591393 [sender.py:send():375] send: header
2023-04-24 13:27:17,409 DEBUG   SenderThread:591393 [sender.py:send():375] send: run
2023-04-24 13:27:17,687 INFO    SenderThread:591393 [dir_watcher.py:__init__():219] watching files in: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132717-ipvgnive/files
2023-04-24 13:27:17,687 INFO    SenderThread:591393 [sender.py:_start_run_threads():1124] run started: ipvgnive with start time 1682357237.377663
2023-04-24 13:27:17,687 DEBUG   SenderThread:591393 [sender.py:send_request():402] send_request: summary_record
2023-04-24 13:27:17,687 INFO    SenderThread:591393 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-24 13:27:17,690 DEBUG   HandlerThread:591393 [handler.py:handle_request():144] handle_request: check_version
2023-04-24 13:27:17,690 DEBUG   SenderThread:591393 [sender.py:send_request():402] send_request: check_version
2023-04-24 13:27:17,800 DEBUG   HandlerThread:591393 [handler.py:handle_request():144] handle_request: run_start
2023-04-24 13:27:17,807 DEBUG   HandlerThread:591393 [system_info.py:__init__():31] System info init
2023-04-24 13:27:17,807 DEBUG   HandlerThread:591393 [system_info.py:__init__():46] System info init done
2023-04-24 13:27:17,807 INFO    HandlerThread:591393 [system_monitor.py:start():181] Starting system monitor
2023-04-24 13:27:17,808 INFO    SystemMonitor:591393 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-24 13:27:17,808 INFO    HandlerThread:591393 [system_monitor.py:probe():201] Collecting system info
2023-04-24 13:27:17,809 INFO    SystemMonitor:591393 [interfaces.py:start():190] Started cpu monitoring
2023-04-24 13:27:17,810 INFO    SystemMonitor:591393 [interfaces.py:start():190] Started disk monitoring
2023-04-24 13:27:17,810 INFO    SystemMonitor:591393 [interfaces.py:start():190] Started gpu monitoring
2023-04-24 13:27:17,811 INFO    SystemMonitor:591393 [interfaces.py:start():190] Started memory monitoring
2023-04-24 13:27:17,811 INFO    SystemMonitor:591393 [interfaces.py:start():190] Started network monitoring
2023-04-24 13:27:17,874 DEBUG   HandlerThread:591393 [system_info.py:probe():195] Probing system
2023-04-24 13:27:17,876 DEBUG   HandlerThread:591393 [system_info.py:_probe_git():180] Probing git
2023-04-24 13:27:17,891 DEBUG   HandlerThread:591393 [system_info.py:_probe_git():188] Probing git done
2023-04-24 13:27:17,891 DEBUG   HandlerThread:591393 [system_info.py:probe():240] Probing system done
2023-04-24 13:27:17,891 DEBUG   HandlerThread:591393 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-60-generic-x86_64-with-glibc2.35', 'python': '3.9.13', 'heartbeatAt': '2023-04-24T17:27:17.874536', 'startedAt': '2023-04-24T17:27:17.355112', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/main_run.py', 'codePath': 'main_run.py', 'git': {'remote': 'https://github.com/nahad3/-active_learning_4_ts_instances-.git', 'commit': 'fcd1c6f4181af57d0f009892e30cbec9a5326bde'}, 'email': 'nnadagouda3@github.gatech.edu', 'root': '/home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-', 'host': 'namrata-Precision-3660', 'username': 'namrata', 'executable': '/home/namrata/anaconda3/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2.078900000000001, 'min': 800.0, 'max': 4580.0}, 'cpu_freq_per_core': [{'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.1, 'min': 800.0, 'max': 4900.0}, {'current': 2.083, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 4800.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}, {'current': 2.1, 'min': 800.0, 'max': 3600.0}], 'disk': {'total': 937.3305015563965, 'used': 114.13997268676758}, 'gpu': 'NVIDIA RTX A4500', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A4500', 'memory_total': 21464350720}], 'memory': {'total': 31.047481536865234}}
2023-04-24 13:27:17,892 INFO    HandlerThread:591393 [system_monitor.py:probe():211] Finished collecting system info
2023-04-24 13:27:17,892 INFO    HandlerThread:591393 [system_monitor.py:probe():214] Publishing system info
2023-04-24 13:27:17,892 DEBUG   HandlerThread:591393 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-24 13:27:17,894 DEBUG   HandlerThread:591393 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-24 13:27:17,894 DEBUG   HandlerThread:591393 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-24 13:27:18,690 INFO    Thread-16 :591393 [dir_watcher.py:_on_file_created():278] file/dir created: /home/namrata/Dropbox (GaTech)/-active_learning_4_ts_instances-/wandb/run-20230424_132717-ipvgnive/files/conda-environment.yaml
